序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
68,ACCP00-0050,2,,1,0.5,,
69,ACCP00-0060,2,,1,0.5,,
70,ACCP00-0070,2,,1,0.5,,
71,ACCP00-0080,2,,1,0.5,,
72,ACZY00-0090,2,,1,0.85,,
73,AQHS00-0020,2,,1,1.15,,
74,AQHS00-0030,2,,1,1.15,,
75,AQHS00-0040,2,,1,1.15,,
76,AQHS00-0050,2,,1,1.15,,
77,AQHS00-0060,2,,1,1.5,,
78,AQHS00-0070,2,,1,1.6,,
79,AQHS00-0080,2,,1,1.6,,
80,AQHS00-0090,2,,1,1.6,,
81,AQHS00-0100,2,,1,1.6,,
82,AQHS00-0110,2,,1,1.6,,
83,AQHS00-0120,2,,1,1.6,,
84,AQHS00-0130,2,,2,1.6,,
85,AQHS00-0140,2,AQHS00-0120,2,0.95,,
86,AQHS00-0150,2,AQHS00-0130,1,0.95,,
87,AQQS00-0160,2,,1,0.86,,6
88,AQQJ00-0170,2,AQHS00-0130,2,3.2,,2
89,AQHD00-0180,2,,1,1,,
90,AQWC00-0190,2,,1,1,,4
91,AJZY00-0220,2,,1,2.36,,
92,AJYY00-0230,2,,1,0.41,,
93,AJZY00-0240,2,,1,0.41,,
94,AJYY00-0250,2,,1,2.36,,
95,AJZY00-0260,2,,1,2.36,,
96,AJYY00-0270,2,,1,0.41,,
97,AJZY00-0280,2,,1,0.41,,
98,AJQX00-0290,2,,1,1.18,,4
99,AJHS00-0300,2,,1,0.53,,
100,AJYYA1-0310,2,,2,1.28,,
101,AJWC00-0560,2,,1,0.51,,4
102,AJWC00-0570,2,,1,1.66,,4
103,AJWC00-0580,2,,5,1.53,,4
104,AEQS00-0020,2,,1,1.6,,6
105,AEQS00-0030,2,,1,1,,6
106,AEHS00-0040,2,,1,6.1,,
107,AEQX00-0050,2,,1,1,,4
108,AEQS00-0060,2,,1,0.6,,6
109,AEQS00-0070,2,,1,0.6,,6
110,AEZY00-0430,2,,1,1.5,,
111,DXHS00-0010,2,,1,2.3,,
112,DXHS00-0020,2,,2,1.8,,
113,DXHS00-0030,2,,1,1,,
114,AGHXB1-0070,2,,1,2,,4
115,AGHXB2-0080,2,,1,2,,4
116,AGHXB3-0090,2,,1,2,,4
117,AGHXB4-0100,2,,1,2,,4
118,AGHXB5-0110,2,,1,2,,4
119,AGHS00-0120,2,,2,2.3,,
120,AGWC00-0130,2,,1,2,,4
121,EGZY00-0140,2,,1,1.8,,
122,EGYY00-0150,2,,1,1.8,,
123,ENWCB1-0390,2,,2,2.2,,4
124,ENHSB1-0380,2,,1,2.2,,
125,ENHSB1-0430,2,,1,2.2,,
126,ENHSB1-0310,2,,1,1.8,,
127,ENHSB1-0320,2,,1,1.8,,
128,ENHSB1-0330,2,,1,1.8,,
129,ENHSB1-0340,2,,1,1.8,,
130,ENWCB1-0370,2,,1,2.2,,4
131,ENQSB1-0360,2,,1,2.2,,6
132,ENHDB1-0300,2,,1,1.8,,
133,ENHDB1-0290,2,,1,1.8,,
134,ENHDB1-0280,2,,1,1.8,,
135,ENHDB1-0270,2,,1,1.8,,
136,ENHDB1-0260,2,,1,1.8,,
137,ENHDB1-0250,2,,1,1.8,,
138,ENHDB1-0240,2,,1,1.8,,
139,ENHDB1-0230,2,,1,1.8,,
140,ENHDB1-0220,2,,1,1.8,,
141,ENWCB1-0350,2,,5,1.8,,4
142,ENHDB1-0210,2,,1,1.8,,
143,ENHDB1-0200,2,,1,1.8,,
144,ENHDB1-0190,2,,1,1.8,,
145,ENHDB1-0180,2,,1,1.8,,
146,ENHSB1-0170,2,,1,1.8,,
147,ENHSB1-0440,2,,1,2.2,,
148,ENHSB1-0420,2,,1,2.2,,
149,ENHSB1-0410,2,,1,2.2,,
150,ENHSB1-0400,2,,1,2.2,,
151,ARWB00-0010,2,,2,2.4,,
152,ARWB00-0020,2,,2,2.4,,
153,ARWB00-0030,2,,2,2.4,,
154,ARWB00-0040,2,,2,2.4,,
155,ARWB00-0050,2,,2,2.4,,
156,ARWB00-0060,2,,2,2.4,,
157,ARWB00-0070,2,,2,2.4,,
158,ARWB00-0080,2,,2,2.4,,
159,ARWB00-0090,2,,2,1.2,,
160,ARWB00-0100,2,,2,1.2,,
161,ARWB00-0110,2,,2,1.2,,
162,ARWB00-0120,2,,2,1.2,,
163,ARWB00-0130,2,,2,1.2,,
164,ARWB00-0140,2,,2,1.2,,
165,A-3,1,A-2,0,0,,
166,AJYYA2-0320,2,,2,0.9,,
167,AJYYA3-0330,2,AJYYA2-0320,2,4.36,,
168,AJZYA4-0340,2,,2,1.28,,
169,AJZYA5-0350,2,AJZYA4-0340,2,0.9,,
170,AJZYA6-0360,2,AJZYA5-0350,2,4.36,,
171,AJYY00-0380,2,,2,0.99,,
172,AJZY00-0390,2,,2,0.99,,
173,AJYYB1-0400,2,AJYYA3-0330,2,1.05,,
174,AJYYB2-0410,2,AJZYA4-0340,2,1.75,,
175,AJZYB3-0420,2,AJZYA6-0360,2,1.05,,
176,AJZYB4-0430,2,,2,1.75,,
177,AJYY00-0440,2,AJYYB2-0410,2,0.85,,
178,AJZY00-0450,2,AJZYB3-0420,2,0.85,,
179,AJCP00-0460,2,,2,1.19,,
180,AJCP00-0470,2,,2,1.19,,
181,AJCP00-0480,2,,2,1.19,,
182,AJYYC1-0490,2,,2,0.64,,
183,AJYYC2-0500,2,AJYYC1-0490,2,0.96,,
184,AJZYC3-0510,2,AJYYC1-0490,2,0.96,,
185,AJCPD1-0520,2,AJCP00-0480,2,2.41,,
186,AJCPD2-0530,2,AJCP00-0460,2,3.12,,
187,AJCPD3-0540,2,AJCPD1-0520,2,3.12,,
188,AJCPD4-0550,2,AJCPD1-0520,2,8.34,,
189,AJWC00-0650,2,,2,1.83,,4
190,AJWC00-0660,2,,2,1.96,,4
191,AJWC00-0670,2,,2,0.43,,4
192,AJCP00-0770,2,,2,1.02,,
193,A-4,1,A-2,0,0,,
194,DFQJB1-0340,2,,2,1.1,,
195,DFQJB1-0350,2,,2,1.1,,
196,DFQJB1-0360,2,,2,1.1,,
197,DFQJB2-0370,2,,2,0.7,,
198,DFQJB2-0380,2,,2,0.7,,
199,DFQJB2-0390,2,,2,0.7,,
200,DFQJB2-0400,2,,2,0.7,,
201,DFQJC1-0410,2,,2,1.8,,
202,DFQJC2-0420,2,,2,1.3,,
203,DFZY00-0430,2,,2,1.3,,
204,DFZY00-0440,2,,2,1.3,,
205,DFYY00-0450,2,,2,1.3,,
206,DFYY00-0460,2,,2,1.3,,
207,DFZG00-0470,2,,2,1.6,,
208,DFQS00-0480,2,,2,1,,6
209,BMZG00-0020,2,,2,0.7,,
210,BMYY00-0030,2,,2,2.7,,
211,BMYY00-0121,2,,2,14.8,,
212,BMZY00-0130,2,,2,14.8,,
213,DFZY00-3090,2,,2,0.7,,
214,DFZY00-3100,2,,2,0.7,,
215,BMZY00-0300,2,"DFZY00-3090,DFZY00-3100",2,1,,
216,DFYY00-3110,2,,2,0.6,,
217,DFYY00-3120,2,,2,0.6,,
218,BMYY00-0311,2,"DFYY00-3110,DFYY00-3120",2,1,,
219,BMZY00-0400,2,,2,2.4,,
220,BMZY00-0410,2,,2,2.4,,
221,BMYY00-0420,2,,2,2.4,,
222,BMYY00-0430,2,,2,2.4,,
223,DMZY00-0760,2,,2,1.4,,
224,DMYY00-0770,2,,2,1.4,,
225,FMQJ00-2540,2,,2,2.9,,
226,AYQJ00-0130,2,,2,36.2,,
227,AYQJ00-0140,2,,2,18.1,,
228,A-5,1,"A-4,A-3",0,0,,
229,DFQJA3-0850,2,,2,0.9,,
230,DFQJA3-0860,2,,2,0.9,,
231,DFQJA3-0870,2,,2,0.9,,
232,DFQJA3-0880,2,,2,0.9,,
233,DFZYA4-1210,2,"DFQJA3-0970,DFQJA3-0850",2,4.1,,
234,DFZYA4-1220,2,"DFQJA3-0980,DFQJA3-0860",2,4.1,,
235,DFYYA4-1230,2,"DFQJA3-0990,DFQJA3-0870",2,4.1,,
236,DFYYA4-1240,2,"DFQJA3-1000,DFQJA3-0880",2,4.1,,
237,DFQJA3-0970,2,,2,0.9,,
238,DFQJA3-0980,2,,2,0.9,,
239,DFQJA3-0990,2,,2,0.9,,
240,DFQJA3-1000,2,,2,0.9,,
241,A-6,1,"A-4,A-3",0,0,,
242,AAQX00-0120,2,,1,1.7,,4
243,AAQS00-0130,2,,1,9.5,,6
244,AAQX00-0140,2,,2,8.7,,4
245,AFHS00-0010,2,,1,2.3,,
246,AFHS00-0020,2,,1,2.3,,
247,FFHS00-3530,2,,2,1.2,,
248,AKHD00-0080,2,,1,7.2,,
249,AKHD00-0090,2,,1,7.2,,
250,AKHS00-0100,2,,2,1.7,,
251,AKHS00-0110,2,,2,2.4,,
252,AKWC00-0120,2,,2,2.7,,4
253,AWHS00-0060,2,,1,2.3,,
254,ADHD00-0060,2,,1,3.7,,
255,ADHD00-0700,2,ABHS00-1610,1,3.3,,
256,ADHD00-0080,2,,1,3.6,,
257,AYQQ00-0100,2,,1,6.6,,2
258,AYZQ00-0110,2,,1,6.6,,
259,AYZQ00-0120,2,,1,6.6,,
260,ACWB00-0170,2,ACWB00-0175,2,2.6,,
261,ACWB00-0175,2,,1,0.75,,
262,ACWC00-0180,2,ACWB00-0170,1,1.65,,4
263,ACWC00-0190,2,,1,1.9,,4
264,ACWC00-0200,2,,1,1.9,,4
265,ABWC00-0120,2,,1,3.9,,4
266,ABWC00-0130,2,,1,3.8,,4
267,ABWC00-0140,2,,1,3.8,,4
268,ABWC00-0150,2,,1,3.8,,4
269,ABWC00-0160,2,,1,3.8,,4
270,ABWC00-0170,2,,1,3.8,,4
271,ABWC00-0180,2,,1,3.8,,4
272,ABWCB1-0100,2,,2,0.9,,4
273,ABWCB1-0110,2,,2,0.9,,4
274,ABWCB2-0190,2,ABWCB1-0100,2,3.8,,4
275,ABWCB2-0200,2,ABWCB1-0110,2,3.8,,4
276,ABWCB3-0210,2,ABWCB2-0190,2,0.9,,4
277,ABWCB3-0220,2,ABWCB2-0200,2,0.9,,4
278,ABHS00-1610,2,,2,3.8,,
279,AEHS00-0140,2,,1,3.4,,
280,AEHS00-0150,2,,1,3.4,,
281,DXHS00-0060,2,,2,1.2,,
282,ENQSA2-0150,2,,2,1.8,,6
283,ENQSA2-0140,2,,2,1.8,,6
284,ENQSA2-0130,2,,2,1.8,,6
285,ENQSA2-0120,2,,2,1.8,,6
286,ENQSA2-0110,2,,2,1.8,,6
287,ENQSA2-0100,2,,2,1.8,,6
288,ENHSA2-0160,2,,2,1.8,,
289,ARHS00-0150,2,,1,4,,
290,ARHS00-0160,2,,1,4,,
